employment,country,edlevel,orgsize,yearscode,yearscodepro,currency,comptotal,age,year,comptotal_usd,edvalue,employment_value,lower_bound_orgsize,upper_bound_orgsize
Employed full-time,United States,Some college/university study without earning a degree,10000 or more employees,47,39,United States dollar,115000.0,62,2020,115000.0,1,0,10000,10001
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,22,15,United States dollar,150000.0,36,2020,150000.0,9,0,10000,10001
"Independent contractor, freelancer, or self-employed",United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,28,5,United States dollar,3500.0,49,2020,3500.0,10,1,1,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,22,12,United States dollar,100000.0,35,2020,100000.0,10,0,10000,10001
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,36,22,United States dollar,188.0,46,2020,188.0,9,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,25,24,United States dollar,165000.0,42,2020,165000.0,10,0,100,499
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,37,20,United States dollar,350000.0,68,2020,350000.0,9,0,20,99
Employed full-time,United States,Some college/university study without earning a degree,2 to 9 employees,9,5,United States dollar,60000.0,29,2020,60000.0,1,0,2,9
Employed full-time,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",100 to 499 employees,3,7,United States dollar,125000.0,22,2020,125000.0,3,0,100,499
"Independent contractor, freelancer, or self-employed",Lao People's Democratic Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,9,4,United States dollar,1000.0,27,2020,1000.0,9,1,20,99
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,12,5,United States dollar,120000.0,30,2020,120000.0,10,0,100,499
Employed full-time,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,29,25,Australian dollar,180000.0,45,2020,136800.0,10,0,100,499
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,35,28,United States dollar,,49,2020,,10,0,20,99
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,43,40,United States dollar,90000.0,60,2020,90000.0,10,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,7,Less than 1 year,United States dollar,115000.0,32,2020,115000.0,10,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,6,1,United States dollar,58000.0,44,2020,58000.0,10,0,10000,10001
"Independent contractor, freelancer, or self-employed",United States,"Other doctoral degree (Ph.D., Ed.D., etc.)",1,40,37,United States dollar,,57,2020,,11,1,1,10001
Employed full-time,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1000 to 4999 employees,28,10,Canadian dollar,130000.0,36,2020,104000.0,9,0,1000,4999
Employed full-time,United States,Some college/university study without earning a degree,100 to 499 employees,20,20,United States dollar,89000.0,51,2020,89000.0,1,0,100,499
Employed full-time,Australia,"Other doctoral degree (Ph.D., Ed.D., etc.)",1000 to 4999 employees,20,10,Australian dollar,150000.0,40,2020,114000.0,11,0,1000,4999
Employed full-time,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10 to 19 employees,11,6,United States dollar,70400.0,21,2020,70400.0,3,0,10,19
Employed full-time,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,32,17,Canadian dollar,45000.0,53,2020,36000.0,9,0,20,99
"Independent contractor, freelancer, or self-employed",Australia,Some college/university study without earning a degree,1,28,22,Australian dollar,,42,2020,,1,1,1,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,7,2,United States dollar,1100.0,23,2020,1100.0,10,0,2,9
Employed full-time,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,35,20,Australian dollar,160000.0,44,2020,121600.0,10,0,100,499
"Independent contractor, freelancer, or self-employed",Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,25,20,Australian dollar,,40,2020,,10,1,1,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,9,2,United States dollar,104500.0,24,2020,104500.0,10,0,500,999
"Independent contractor, freelancer, or self-employed",United States,"Other doctoral degree (Ph.D., Ed.D., etc.)",5000 to 9999 employees,25,5,United States dollar,34000.0,33,2020,34000.0,11,1,5000,9999
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,12,12,United States dollar,150000.0,29,2020,150000.0,9,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,16,10,United States dollar,97000.0,33,2020,97000.0,10,0,20,99
Employed full-time,Hungary,"Other doctoral degree (Ph.D., Ed.D., etc.)",100 to 499 employees,20,15,United States dollar,250000.0,38,2020,250000.0,11,0,100,499
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,22,15,United States dollar,,38,2020,,9,0,10000,10001
Employed full-time,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,9,5,Canadian dollar,110000.0,27,2020,88000.0,9,0,100,499
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10 to 19 employees,20,3,United States dollar,54000.0,35,2020,54000.0,9,0,10,19
"Independent contractor, freelancer, or self-employed",United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,24,20,United States dollar,,65,2020,,9,1,1,10001
"Independent contractor, freelancer, or self-employed",Australia,Some college/university study without earning a degree,1,12,7,Australian dollar,70000.0,24,2020,53200.0,1,1,1,10001
Employed full-time,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,15,12,Australian dollar,84500.0,32,2020,64220.0,10,0,20,99
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,7,5,United States dollar,130000.0,30,2020,130000.0,10,0,10000,10001
Employed full-time,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,7,2,Australian dollar,65000.0,25,2020,49400.0,10,0,10,19
Employed full-time,United States,"Associate degree (A.A., A.S., etc.)",100 to 499 employees,4,1,United States dollar,50000.0,21,2020,50000.0,12,0,100,499
Employed full-time,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,38,25,Australian dollar,85000.0,57,2020,64600.0,10,0,20,99
Employed full-time,United States,"Associate degree (A.A., A.S., etc.)",100 to 499 employees,6,Less than 1 year,United States dollar,62000.0,36,2020,62000.0,12,0,100,499
Employed full-time,Australia,I never completed any formal education,2 to 9 employees,1,Less than 1 year,Australian dollar,,28,2020,,6,0,2,9
Employed full-time,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,6,4,Canadian dollar,,29,2020,,10,0,10,19
"Independent contractor, freelancer, or self-employed",Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1000 to 4999 employees,31,19,Australian dollar,190000.0,43,2020,144400.0,9,1,1000,4999
"Independent contractor, freelancer, or self-employed",Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000 to 4999 employees,15,10,Australian dollar,165000.0,52,2020,125400.0,10,1,1000,4999
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000 to 4999 employees,20,15,United States dollar,185000.0,35,2020,185000.0,10,0,1000,4999
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,22,8,United States dollar,5500.0,40,2020,5500.0,9,0,20,99
Employed full-time,Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,5,1,Japanese yen,6000000.0,32,2020,55200.0,10,0,10,19
Employed full-time,United States,"Associate degree (A.A., A.S., etc.)",1000 to 4999 employees,9,3,United States dollar,1600.0,29,2020,1600.0,12,0,1000,4999
Employed full-time,New Zealand,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,45,25,New Zealand dollar,16000.0,49,2020,11680.0,9,0,20,99
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,31,21,United States dollar,100000.0,43,2020,100000.0,10,0,2,9
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,24,18,United States dollar,123000.0,40,2020,123000.0,10,0,100,499
Employed full-time,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,9,4,Canadian dollar,77000.0,26,2020,61600.0,10,0,20,99
Employed full-time,United States,"Associate degree (A.A., A.S., etc.)",1000 to 4999 employees,8,4,United States dollar,66593.0,36,2020,66593.0,12,0,1000,4999
Employed full-time,Hong Kong (S.A.R.),"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10 to 19 employees,15,11,United States dollar,,34,2020,,9,0,10,19
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,9,5,United States dollar,300000.0,27,2020,300000.0,9,0,10000,10001
"Independent contractor, freelancer, or self-employed",United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,28,20,United States dollar,120000.0,68,2020,120000.0,10,1,100,499
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000 to 4999 employees,41,35,United States dollar,,54,2020,,10,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,12,10,United States dollar,120000.0,35,2020,120000.0,10,0,10000,10001
Employed full-time,Japan,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10000 or more employees,10,1,Japanese yen,,32,2020,,3,0,10000,10001
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5000 to 9999 employees,12,10,United States dollar,80000.0,31,2020,80000.0,9,0,5000,9999
Employed full-time,Australia,Some college/university study without earning a degree,20 to 99 employees,21,16,Australian dollar,135000.0,38,2020,102600.0,1,0,20,99
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,20,2,United States dollar,105000.0,35,2020,105000.0,10,0,100,499
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1000 to 4999 employees,5,3,United States dollar,325000.0,37,2020,325000.0,9,0,1000,4999
Employed full-time,Viet Nam,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,6,2,United States dollar,3000.0,22,2020,3000.0,10,0,10,19
Employed full-time,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,22,18,Australian dollar,100000.0,39,2020,76000.0,10,0,2,9
Employed full-time,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,14,9,Canadian dollar,101.0,31,2020,80.80000000000001,9,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,40,35,United States dollar,109000.0,52,2020,109000.0,10,0,100,499
Employed full-time,United States,Some college/university study without earning a degree,20 to 99 employees,15,13,United States dollar,95000.0,31,2020,95000.0,1,0,20,99
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,8,2,United States dollar,155000.0,24,2020,155000.0,10,0,500,999
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000 to 4999 employees,22,16,United States dollar,180000.0,36,2020,180000.0,10,0,1000,4999
"Independent contractor, freelancer, or self-employed",Australia,"Other doctoral degree (Ph.D., Ed.D., etc.)",1,45,39,Australian dollar,100000.0,65,2020,76000.0,11,1,1,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,12,12,United States dollar,,33,2020,,10,0,10000,10001
Employed full-time,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,35,20,European Euro,,45,2020,,9,0,10000,10001
Employed full-time,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,20,15,United States dollar,,35,2020,,10,0,20,99
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,10,5,United States dollar,125000.0,34,2020,125000.0,10,0,10000,10001
"Independent contractor, freelancer, or self-employed",Sri Lanka,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,1,1,United States dollar,,30,2020,,9,1,1,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,9,3,United States dollar,97500.0,22,2020,97500.0,10,0,20,99
Employed full-time,United States,"Associate degree (A.A., A.S., etc.)",10 to 19 employees,17,15,United States dollar,170000.0,42,2020,170000.0,12,0,10,19
Employed full-time,Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,6,2,United States dollar,,25,2020,,10,0,20,99
Employed full-time,United States,"Other doctoral degree (Ph.D., Ed.D., etc.)",10000 or more employees,48,36,United States dollar,118000.0,66,2020,118000.0,11,0,10000,10001
Employed part-time,Pakistan,Some college/university study without earning a degree,1,12,5,United States dollar,400.0,23,2020,400.0,1,2,1,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,10,4,United States dollar,91000.0,22,2020,91000.0,10,0,20,99
Employed full-time,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,12,3,Canadian dollar,90000.0,26,2020,72000.0,9,0,100,499
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,4,2,United States dollar,62000.0,26,2020,62000.0,10,0,20,99
Employed full-time,Cambodia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,9,2,Australian dollar,,20,2020,,10,0,20,99
"Independent contractor, freelancer, or self-employed",India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,9,2,United States dollar,400.0,25,2020,400.0,10,1,1,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,16,13,United States dollar,105000.0,35,2020,105000.0,10,0,20,99
Employed full-time,Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,5,Less than 1 year,United States dollar,,23,2020,,10,0,10,19
Employed full-time,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,12,12,United States dollar,1200.0,31,2020,1200.0,9,0,1,10001
Employed full-time,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,5,5,European Euro,50000.0,30,2020,59000.0,10,0,2,9
Employed full-time,United Kingdom,"Other doctoral degree (Ph.D., Ed.D., etc.)",20 to 99 employees,11,8,Pound sterling,50000.0,35,2020,68500.0,11,0,20,99
Employed full-time,Lithuania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,20,5,European Euro,3000.0,45,2020,3540.0,10,0,100,499
Employed full-time,Estonia,"Associate degree (A.A., A.S., etc.)",20 to 99 employees,15,10,European Euro,2500.0,31,2020,2950.0,12,0,20,99
"Independent contractor, freelancer, or self-employed",Iran,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2 to 9 employees,6,2,United States dollar,400.0,21,2020,400.0,9,1,2,9
Employed full-time,Germany,"Professional degree (JD, MD, etc.)",20 to 99 employees,32,12,European Euro,,42,2020,,7,0,20,99
Employed full-time,Greece,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,9,4,European Euro,,30,2020,,9,0,20,99
Employed part-time,Finland,Some college/university study without earning a degree,2 to 9 employees,6,Less than 1 year,European Euro,2100.0,22,2020,2478.0,1,2,2,9
Employed full-time,Italy,"Other doctoral degree (Ph.D., Ed.D., etc.)",500 to 999 employees,19,17,European Euro,55000.0,45,2020,64900.0,11,0,500,999
